title,atu,culture,author,source_page,sources,n_sources
The Monday Story,,,,,indian_harvested,1
The Mongoose Boy.,,,,,indian_harvested,1
The Monkey and the Crocodile,91,"India, Suka Saptati; or, Seventy Tales of a Parrot",,type0091.html,catalogue_indian_ashliman|indian_harvested,2
The Monkey and the Crows,,,,,indian_harvested,1
The Monkey and the Girl.,,,,,indian_harvested,1
The Monkey Boy.,,,,,indian_harvested,1
The Monkey Husband.,,,,,indian_harvested,1
The Monkey Nursemaid.,,,,,indian_harvested,1
A MONKEY OBJECTS TO CRITICISM,,,,,indian_harvested,1
The Monkey Prince,,,,,indian_harvested|indian_stokes,2
The Monkey's Heart,91,"India, Jataka Tales",,type0091.html,catalogue_indian_ashliman,1
"THE MONKEY, THE TIGER, AND THE PRINCESS",,,,,indian_harvested,1
The Monkey with the Tom-Tom,170A,Southern India,,type0170a.html,catalogue_indian_ashliman,1
The Monkey with the Tom-Tom.1,,,,,indian_harvested,1
The Monkey&#x27;s Bargains,,,,,indian_harvested,1
The Monkey&#x27;s Rebuke,,,,,indian_harvested,1
The Monkeys and the Gardener,,,,,indian_harvested,1
THE MONKEYS AND THE MOON,,,,,indian_harvested,1
THE MONKEYS SAVED FROM DEATH,,,,,indian_harvested,1
